year,storm_id,source_file,source_page,source_table,source_row,raw_text,problem_type,problem_description,recommended_action,resolved
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,196,,,"header=['At 1200 UTC of 23rd October 2023, associated scattered to broken low and medium']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,202,,,"header=['Fig.2.8.9(d): IMD GFS (T574) mean\nsea level pressure (MSLP), winds at\n10m, 850, 500 and 200 hPa levels\nbased on 0000 UTC of 23rd October,\n2023', None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,204,,,header=['As estimated the MSW of 90-100 kmph gusting to 110 kmph (50 knots gusting to 60'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,209,,,header=['Fig. 2.9.1: Observed track of severe cyclonic storm ‘MIDHILI” over Bay of'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=confirmed; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,209,,,"header=['(i) Midhili was the second cyclone over BoB in the post-monsoon season of 2023', None, None, None, None, None, None, None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=confirmed; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,212,,,header=['Fig.2.9.4. Six hourly Maximum sustained surface winds (kts) & Estimated'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,224,,,"header=['According to an official report in Tripura, the storm fully damaged 12 houses,']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,249,,,"header=['As per media reports, 17 persons were killed in various incidents associated', None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,262,,,header=['The landfall time errors for all forecasts are plotted in Fig. 3.2.6. As it is obvious'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=confirmed; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,264,,,"header=['Lead Time', '12\nHrs', '24\nHrs', '36\nHrs', '48\nHrs', '60\nHrs', '72\nHrs', '84\nHrs', '96\nHrs', '108\nHrs', '120\nHrs']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=confirmed; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,265,,,"header=['Lead Time', '12\nHrs', '24\nHrs', '36\nHrs', '48\nHrs', '60\nHrs', '72\nHrs', '84\nHrs', '96\nHrs', '108\nHrs', '120\nHrs']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,266,,,"header=['Lead Time', '12\nHrs', '24\nHrs', '36\nHrs', '48\nHrs', '60\nHrs', '72\nHrs']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,266,,,"header=['', 'Lead Time', '12\nHrs', '24\nHrs', '36\nHrs', '48\nHrs', '60\nHrs', '72\nHrs']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,266,,,"header=['', 'Lead Time', '12\nHrs', '24\nHrs', '36\nHrs', '48\nHrs', '60\nHrs', '72\nHrs']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,281,,,header=['The landfall time errors for all forecasts are plotted in Fig. 3.3.2.14. As it is obvious'],UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=confirmed; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,282,,,"header=['Lead Time', '12\nHrs', '24\nHrs', '36\nHrs', '48\nHrs', '60\nHrs', '72\nHrs', '84\nHrs', '96\nHrs', '108\nHrs', '120\nHrs']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=confirmed; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,284,,,"header=['Lead Time', '12\nHrs', '24\nHrs', '36\nHrs', '48\nHrs', '60\nHrs', '72\nHrs', '84\nHrs', '96\nHrs', '108s\nHr', '120\nHrs']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,284,,,"header=['', 'Lead Time', '12\nHrs', '24\nHrs', '36\nHrs', '48\nHrs', '60\nHrs', '72\nHrs', '84\nHrs', '96\nHrs', '108\nHrs', '120\nHrs']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,284,,,"header=['', 'Lead Time', '12\nHr', '24\nHr', '36\nHr', '48\nHr', '60\nHr', '72\nHr', '84\nHr', '96\nHr', '108\nHr', None, '120\nHr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,294,,,"header=['Lead Time', '12 Hr', '24 Hr', '36 Hr', '48 Hr', '60 Hr', '72 Hr', '84 Hr', '96 Hr', '108\nHr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,295,,,"header=['Lead Time', '12 Hr', '24 Hr', '36\nHr', '48\nHr', '60\nHr', '72\nHr', '84\nHr', None, '96\nHr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,295,,,"header=['', 'Lead Time', '12\nHr', '24\nHr', '36\nHr', '48\nHr', '60\nHr', '72\nHr', '84\nHr', '96\nHr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,295,,,"header=['', 'Lead Time', '12\nHr', '24\nHr', '36\nHr', '48\nHr', '60\nHr', '72\nHr', '72\nHr', '72\nHr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,301,,,"header=['Lead Time', '12 Hr', '24 Hr', '36 Hr', '48 Hr', '60 Hr', '72 Hr', '84 Hr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=confirmed; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,302,,,"header=['Lead Time', '12 Hr', '24 Hr', '36 Hr', '48 Hr', '60 Hr', '72 Hr', '84 Hr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,302,,,"header=['Lead Time', '12 Hr', '24 Hr', '36 Hr', '48 Hr', '60 Hr', '72 Hr', '84 Hr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,303,,,"header=['', 'Lead Time', '12\nHr', '24\nHr', '36\nHr', '48\nHr', '60\nHr', '72\nHr', '84\nHr', '96\nHr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,303,,,"header=['', 'Lead Time', '12\nHr', '24\nHr', '36\nHr', '48\nHr', '60\nHr', '72\nHr', '84\nHr', '96\nHr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,307,,,"header=['Lead\nTime', '12\nHr', '24\nHr', '36\nHr', '48\nHr', '60\nHr', '72\nHr', '84\nHr', '96\nHr', '108\nHr', '120\nH']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,308,,,"header=['Lead\nTime', '12 Hr', '24\nHr', '36\nHr', '48\nHr', '60\nHr', '72\nHr', '84\nhr', '96\nhr', '108\nhr', '120\nhr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,309,,,"header=['Lead Time', '12 Hr', '24\nHr', '36\nHr', '48\nHr', '60 Hr', '72\nHr', '84\nhr', '96\nhr', '108\nhr', '120\nhr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,309,,,"header=['', 'Lead\nTime', '12\nHr', '24\nHr', '36\nHr', '48\nHr', '60\nHr', '72\nHr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,309,,,"header=['', 'Lead\nTime', '12\nHr', '24\nHr', '36\nHr', '48\nHr', '60\nHr', '72\nHr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,318,,,"header=['Lead Time', '12 Hr', '24 Hr', '36 Hr', '48 Hr', '60 Hr', '72 Hr', '84 hr', '96 hr', '108\nhr', '120\nhr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,319,,,"header=['Lead Time', '12 Hr', '24\nHr', '36\nHr', '48\nHr', '60 Hr', '72\nHr', '84\nhr', '96\nhr', '108\nhr', '120\nhr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,319,,,"header=['', 'Lead Time', '12 Hr', '24 Hr', '36 Hr', '48 Hr', '60 Hr', '72 Hr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,319,,,"header=['', 'Lead Time', '12 Hr', '24 Hr', '36 Hr', '48 Hr', '60 Hr', '72 Hr']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,322,,,"header=['Lead\nPeriod', '12', '24', '36', '48', '60', '72', '84', '96', '108', '120']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,323,,,"header=['Lead\nPeriod', '12', '24', '36', '48', '60', '72', '84', '96', '108', '120']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,324,,,"header=['Lead Period', '12', '24', '36', '48', '60', '72', '84', '96', '108', '120']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,332,,,"header=['Lead\nPeriod', 'N', 'AE', 'RMSE', 'Skill-\nAE', 'Skill-\nRMSE', 'Long Period Average (2018-22)', None, None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,334,,,"header=['', 'Meteorological Department (Ministry of\nEarth Sciences) Squally wind speed\nreaching 50-60 kmph gusting to 70 kmph is\nvery likely from evening of 9th May and 55-\n65 kmph gusting to 75 kmph on 10th &\n11th May.\nAndaman Sea: Squally wind speed\nreaching 45-55 kmph gusting to 65 kmph\nprevails on 9th May. Squally wind speed\nreaching 50-60 kmph gusting to 70 kmph is\nvery likely by morning of 10th May and 55-\n65 kmph gusting to 75 kmph is likely on\n11th May. Southeast Bay of Bengal:\nSqually wind speed reaching 45-55 kmph\ngusting to 65 kmph prevails on 9th May.\nSqually wind speed reaching 50-60 kmph\ngusting to 70 kmph is very likely from\nmorning of 10th May. Gale wind speed\nreaching 70-80 kmph gusting to 90 kmph\nfrom 11th May morning becoming 80-90\nkmph gusting to 100 kmph on 12th May.\nSqually wind speed reaching 50-60 kmph\ngusting to 70 kmph is very 13th May.\nEastcentral Bay of Bengal: Squally\nweather with wind speed reaching 40-50\nkmph gusting to 60 kmph is very likely on\n9th May and 50-60 kmph gusting to 70\nkmph on 10th May. Gale wind speed\nreaching 60-70 kmph gusting to 80 kmph\nfrom evening of 10th May. Gale wind\nspeed reaching 80-100 kmph gusting to\n120 kmph on 11th May becoming 130-140\nkmph gusting to 150 kmph during 12th &\n13th May.\nWestcentral Bay of Bengal: Squally\nweather with wind speed reaching 40-50\nkmph gusting to 60 kmph is very likely on\n9th May and 50-60 kmph gusting to 70\nkmph on 10th May. Gale wind speed\nreaching 60-70 kmph gusting to 80 kmph\nbecoming 80-90 kmph gusting to 100 kmph\non 11th May. Gale wind speed reaching\n100-110 kmph gusting to 120 kmph during\n12th & 13th May.', '']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,336,,,"header=['', 'and gradually increase and becoming 130-\n140 kmph gusting 150 kmph during 13th\nevening and night. Subsequently, it is likely\nto decrease to 120-130 kmph gusting to\n140 kmph on 14th May forenoon and\nsignificantly decrease thereafter.\nNorthwest Bay of Bengal: Squally wind\nspeed reaching 40-50 kmph gusting to 60\nkmph is likely from 13th May to 14th May\nforenoon and decrease thereafter.\nTripura, Mizoram & south Manipur:\nSqually wind speed reaching 45-55 kmph\ngusting to 65 kmph is very likely to prevail\non 14th May.', '']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,337,,,"header=['', 'gusting to 155 kmph from 13th May\nmorning and 140-150 kmph gusting to 165\nkmph from 13th May evening till 14th May\nmorning and gradually decrease thereafter.\nWestcentral Bay of Bengal: Squally\nweather with wind speed reaching 50-60\nkmph gusting to 70 kmph is prevailing and\ngradually increase becoming gale wind\nspeed reaching 60-70 kmph gusting to 80\nkmph from 11th May afternoon; Gale wind\nspeed reaching 110-120 kmph gusting to\n130 kmph is likely on 12th May morning\nand 120-130 gusting to 145 kmph on 12th\nMay evening and decrease thereafter from\n13th May morning. Gale wind speed\nreaching 100-110 kmph gusting to 120\nkmph is likely on 13th May evening and\nsignificantly decreased thereafter.\nNortheast Bay of Bengal: Squally wind\nspeed reaching 50-60 kmph gusting to 70\nkmph is likely on 12th May. Gale wind\nspeed reaching 80-90 kmph gusting to 100\nkmph is likely to commence from 13th May\nmorning and gradually increase and\nbecoming 140-150 kmph gusting 165 kmph\nfrom 13th evening. Subsequently, it is likely\nto decrease gradually from 14th May noon\nafter the land fall.\nAdjoining areas of Northwest Bay of\nBengal: Squally wind speed reaching 55-\n65 kmph gusting to 75 kmph is likely on\n13th May and 14th May forenoon and\ndecrease gradually thereafter.', '']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,338,,,"header=['', 'and decrease thereafter becoming squally\nwind speed reaching 55- 65 kmph gusting\nto 75 kmph on 13th May.\nAdjoining areas of southwest Bay of\nBengal: Squally wind speed reaching 50-\n60 kmph gusting to 70 kmph is likely to\nprevail till 13th May morning. \uf076 Eastcentral\nBay of Bengal: Gale wind speed reaching\n120-130 kmph gusting to 145 kmph is\nprevailing over the region. It is very likely to\nincrease becoming Gale wind speed\nreaching 140-150 kmph gusting to 165\nkmph from 12th May evening and increase\nfurther becoming 150-160 kmph gusting to\n175 kmph till 13th May evening and\ngradually decrease thereafter.\nWestcentral Bay of Bengal: Gale wind\nspeed reaching 120-130 kmph gusting to\n145 kmph is likely to prevail over\nsoutheastern sector of the region till 13th\nMay morning. It will decrease gradually\nbecoming 90-100 kmph gusting to 110\nkmph by 13th May evening and\nsignificantly decrease thereafter.\nNortheast Bay of Bengal: Squally wind\nspeed reaching 55-65 kmph gusting to 75\nkmph is likely from evening of 12th May\nbecoming 70-80 gusting to 90 kmph from\n13th May morning and would gradually\nincrease becoming 150-160 kmph gusting\n175 kmph from 13th night till 14th May\nnoon. It is likely to decrease rapidly after\nthe land fall.\nAdjoining areas of Northwest Bay of\nBengal: Gale wind speed reaching 60-70\nkmph gusting to 80 kmph is likely to prevail\nover southeast sector of the region and 45-\n55 kmph gusting to 65 kmph over the\nremaining areas of northwest Bay of\nBengal from 13th May to 14th May\nforenoon and decrease gradually\nthereafter.', '']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,339,,,"header=['', 'reaching 45-55 kmph gusting to 65 kmph is\nlikely to prevail till 14th May forenoon.\nSoutheast Bay of Bengal: Gale wind\nspeed reaching 115-125 kmph gusting to\n145 kmph is prevailing and likely to\ncontinue till early morning of 13th May and\ndecrease thereafter becoming squally wind\nspeed reaching 55-65 kmph gusting to 75\nkmph till 13th May evening.\nAdjoining areas of southwest Bay of\nBengal: Squally wind speed reaching 50-\n60 kmph gusting to 70 kmph is likely to\nprevail till 13th May morning. Eastcentral\nBay of Bengal: Gale wind speed reaching\n180-190 kmph gusting to 210 kmph is\nprevailing over the region. It is very likely to\nincrease becoming 190-200 kmph gusting\nto 220 kmph till 13th May night and\ngradually decrease thereafter.\nWestcentral Bay of Bengal: Gale wind\nspeed reaching 150-160 kmph gusting to\n175 kmph is prevailing over the region and\nwould continue over southeastern sector of\nthe region till 13th May evening. It will\ndecrease gradually becoming 90-100 kmph\ngusting to 110 kmph by 14th May morning\nand significantly decrease thereafter.\nNortheast Bay of Bengal: Gale wind\nspeed reaching 80-90 kmph gusting to 100\nkmph is prevailing and it would gradually\nincrease becoming 190-200 kmph gusting\n220 kmph from 13th evening till 14th May\nmorning. It is likely to decrease thereafter\nto 150-160 kmph gusting to 175 kmph at\nthe time of landfall. It is likely to decrease\nrapidly after the landfall.\nAdjoining areas of Northwest Bay of\nBengal: Gale wind speed reaching 60-70\nkmph gusting to 80 kmph is likely to prevail\nover southeast sector of the region and 45-\n55 kmph gusting to 65 kmph over the\nremaining areas of northwest Bay of\nBengal from 13th May to 14th May\nforenoon and decrease gradually\nthereafter.', '']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,341,,,"header=['', 'during the time of landfall.', '']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,344,,,"header=['Lead\nPeriod', 'N', 'AE', 'RMSE', 'Skill-\nAE', 'Skill-\nRMSE', 'Long Period Average (2018-22)', None, None, None]",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,346,,,"header=['', 'over Kutch, Devbhumi Dwarka,\nPorbandar, Jamnagar, Rajkot,\nJunagarh and Morbi districts of\nSaurashtra & Kutch on 14thJune. The\nintensity of rainfall would increase with\nheavy to very heavy rainfall at a few\nplaces and extremely heavy falls at\nisolated places very likely over Kutch,\nDevbhumi Dwarka & Jamnagar and\nheavy to very heavy rainfall at a few\nplaces over Porbandar, Rajkot, Morbi\n& Junagarh districts of Gujarat on 15th\nJune. Isolated heavy rainfall is very\nlikely over remaining districts of\nSaurashtra and north Gujarat region\non 15th June. Light to moderate\nrainfall at most places with heavy to\nvery heavy rainfall at isolated places\nvery likely over north Gujarat and\nadjoining south Rajasthan on 16th\nJune.', '', '16th June:', '']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
2023,,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,347,,,"header=['', 'rainfall at most places with heavy to\nextremely heavy rainfall at isolated\nplaces very likely over north Gujarat\nand adjoining south Rajasthan on 16th\nJune.', '', 'West Rajasthan:', '']",UNCERTAIN_TABLE_IDENTITY,"UNCERTAIN_TABLE_IDENTITY: heading=content_fallback; missing_groups=['date', 'time', 'latitude', 'longitude', 'wind', 'pressure', 'grade']; has_valid_row=False",HUMAN_REVIEW,False
