sample_id,storm_id,split,t0,grid_sat_t_minus_15h,grid_sat_t_minus_12h,grid_sat_t_minus_9h,grid_sat_t_minus_6h,grid_sat_t_minus_3h,grid_sat_t0,insat_t_minus_15h,insat_t_minus_12h,insat_t_minus_9h,insat_t_minus_6h,insat_t_minus_3h,insat_t0,insat_timestamps,timestamp_offsets_minutes,max_offset_minutes,mean_offset_minutes,channels,calibration_status,spatial_projection,spatial_shape,is_causal_verified,current_center_lat,current_center_lon,current_wind_kt,current_pressure_hpa,current_category,target_center_12h_lat,target_center_12h_lon,target_wind_12h_kt,target_pressure_12h_hpa,target_category_12h,has_target_12h,target_center_24h_lat,target_center_24h_lon,target_wind_24h_kt,target_pressure_24h_hpa,target_category_24h,has_target_24h,target_center_48h_lat,target_center_48h_lon,target_wind_48h_kt,target_pressure_48h_hpa,target_category_48h,has_target_48h
NIO_2022_SITRANG_20221023_0000Z,NIO_2022_SITRANG,TEST,2022-10-23T00:00:00Z,data/interim/gridsat/2022/gridsat_2022.10.22.09.npz,data/interim/gridsat/2022/gridsat_2022.10.22.12.npz,data/interim/gridsat/2022/gridsat_2022.10.22.15.npz,data/interim/gridsat/2022/gridsat_2022.10.22.18.npz,data/interim/gridsat/2022/gridsat_2022.10.22.21.npz,data/interim/gridsat/2022/gridsat_2022.10.23.00.npz,3DIMG_22OCT2022_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_22OCT2022_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_22OCT2022_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_22OCT2022_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_22OCT2022_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_23OCT2022_0000_L1C_ASIA_MER_V01R00.h5,"[""2022-10-22T09:00:00Z"", ""2022-10-22T12:00:00Z"", ""2022-10-22T15:00:00Z"", ""2022-10-22T19:00:00Z"", ""2022-10-22T21:00:00Z"", ""2022-10-23T00:00:00Z""]","[0.0, 0.0, 0.0, 60.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,15.3,89.0,30.0,1001.0,DD,16.7,88.1,35.0,999.0,CS,True,18.0,88.6,40.0,996.0,CS,True,24.5,91.1,25.0,1000.0,D,True
NIO_2022_UNNAMED_01_20220320_0600Z,NIO_2022_UNNAMED_01,TEST,2022-03-20T06:00:00Z,data/interim/gridsat/2022/gridsat_2022.03.19.15.npz,data/interim/gridsat/2022/gridsat_2022.03.19.18.npz,data/interim/gridsat/2022/gridsat_2022.03.19.21.npz,data/interim/gridsat/2022/gridsat_2022.03.20.00.npz,data/interim/gridsat/2022/gridsat_2022.03.20.03.npz,data/interim/gridsat/2022/gridsat_2022.03.20.06.npz,3DIMG_19MAR2022_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_19MAR2022_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_19MAR2022_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_20MAR2022_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_20MAR2022_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_20MAR2022_0600_L1C_ASIA_MER_V01R00.h5,"[""2022-03-19T15:00:00Z"", ""2022-03-19T19:00:00Z"", ""2022-03-19T21:00:00Z"", ""2022-03-20T00:00:00Z"", ""2022-03-20T03:00:00Z"", ""2022-03-20T06:00:00Z""]","[0.0, 60.0, 0.0, 0.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,10.4,92.9,25.0,1002.0,D,11.3,93.4,25.0,1001.0,D,True,12.6,93.9,30.0,1000.0,DD,True,15.8,94.2,30.0,1000.0,DD,True
NIO_2022_UNNAMED_01_20220320_1200Z,NIO_2022_UNNAMED_01,TEST,2022-03-20T12:00:00Z,data/interim/gridsat/2022/gridsat_2022.03.19.21.npz,data/interim/gridsat/2022/gridsat_2022.03.20.00.npz,data/interim/gridsat/2022/gridsat_2022.03.20.03.npz,data/interim/gridsat/2022/gridsat_2022.03.20.06.npz,data/interim/gridsat/2022/gridsat_2022.03.20.09.npz,data/interim/gridsat/2022/gridsat_2022.03.20.12.npz,3DIMG_19MAR2022_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_20MAR2022_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_20MAR2022_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_20MAR2022_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_20MAR2022_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_20MAR2022_1200_L1C_ASIA_MER_V01R00.h5,"[""2022-03-19T21:00:00Z"", ""2022-03-20T00:00:00Z"", ""2022-03-20T03:00:00Z"", ""2022-03-20T06:00:00Z"", ""2022-03-20T09:00:00Z"", ""2022-03-20T12:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,10.9,93.2,25.0,1002.0,D,11.9,93.7,30.0,1000.0,DD,True,13.3,94.0,30.0,1000.0,DD,True,16.6,94.4,25.0,1001.0,D,True
NIO_2022_UNNAMED_01_20220320_1800Z,NIO_2022_UNNAMED_01,TEST,2022-03-20T18:00:00Z,data/interim/gridsat/2022/gridsat_2022.03.20.03.npz,data/interim/gridsat/2022/gridsat_2022.03.20.06.npz,data/interim/gridsat/2022/gridsat_2022.03.20.09.npz,data/interim/gridsat/2022/gridsat_2022.03.20.12.npz,data/interim/gridsat/2022/gridsat_2022.03.20.15.npz,data/interim/gridsat/2022/gridsat_2022.03.20.18.npz,3DIMG_20MAR2022_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_20MAR2022_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_20MAR2022_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_20MAR2022_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_20MAR2022_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_20MAR2022_1800_L1C_ASIA_MER_V01R00.h5,"[""2022-03-20T03:00:00Z"", ""2022-03-20T06:00:00Z"", ""2022-03-20T09:00:00Z"", ""2022-03-20T12:00:00Z"", ""2022-03-20T15:00:00Z"", ""2022-03-20T18:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,11.3,93.4,25.0,1001.0,D,12.6,93.9,30.0,1000.0,DD,True,14.0,94.0,30.0,1000.0,DD,True,17.6,94.5,25.0,1002.0,D,True
NIO_2022_UNNAMED_2_13_1_20221120_0000Z,NIO_2022_UNNAMED_2_13_1,TEST,2022-11-20T00:00:00Z,data/interim/gridsat/2022/gridsat_2022.11.19.09.npz,data/interim/gridsat/2022/gridsat_2022.11.19.12.npz,data/interim/gridsat/2022/gridsat_2022.11.19.15.npz,data/interim/gridsat/2022/gridsat_2022.11.19.18.npz,data/interim/gridsat/2022/gridsat_2022.11.19.21.npz,data/interim/gridsat/2022/gridsat_2022.11.20.00.npz,3DIMG_19NOV2022_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_19NOV2022_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_19NOV2022_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_19NOV2022_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_19NOV2022_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_20NOV2022_0000_L1C_ASIA_MER_V01R00.h5,"[""2022-11-19T09:00:00Z"", ""2022-11-19T12:00:00Z"", ""2022-11-19T15:00:00Z"", ""2022-11-19T19:00:00Z"", ""2022-11-19T21:00:00Z"", ""2022-11-20T00:00:00Z""]","[0.0, 0.0, 0.0, 60.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,10.0,85.5,25.0,1005.0,D,10.9,85.0,25.0,1003.0,D,True,11.9,84.2,25.0,1003.0,D,True,13.1,81.4,25.0,1004.0,D,True
NIO_2022_UNNAMED_2_15_1_20221214_1200Z,NIO_2022_UNNAMED_2_15_1,TEST,2022-12-14T12:00:00Z,data/interim/gridsat/2022/gridsat_2022.12.13.21.npz,data/interim/gridsat/2022/gridsat_2022.12.14.00.npz,data/interim/gridsat/2022/gridsat_2022.12.14.03.npz,data/interim/gridsat/2022/gridsat_2022.12.14.06.npz,data/interim/gridsat/2022/gridsat_2022.12.14.09.npz,data/interim/gridsat/2022/gridsat_2022.12.14.12.npz,3DIMG_13DEC2022_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_1200_L1C_ASIA_MER_V01R00.h5,"[""2022-12-13T21:00:00Z"", ""2022-12-14T00:00:00Z"", ""2022-12-14T03:00:00Z"", ""2022-12-14T06:00:00Z"", ""2022-12-14T09:00:00Z"", ""2022-12-14T12:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,13.7,69.2,25.0,1002.0,D,13.9,68.2,30.0,1001.0,DD,True,14.1,66.8,30.0,1000.0,DD,True,14.0,63.8,25.0,1002.0,D,True
NIO_2022_UNNAMED_2_15_1_20221214_1800Z,NIO_2022_UNNAMED_2_15_1,TEST,2022-12-14T18:00:00Z,data/interim/gridsat/2022/gridsat_2022.12.14.03.npz,data/interim/gridsat/2022/gridsat_2022.12.14.06.npz,data/interim/gridsat/2022/gridsat_2022.12.14.09.npz,data/interim/gridsat/2022/gridsat_2022.12.14.12.npz,data/interim/gridsat/2022/gridsat_2022.12.14.15.npz,data/interim/gridsat/2022/gridsat_2022.12.14.18.npz,3DIMG_14DEC2022_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_1800_L1C_ASIA_MER_V01R00.h5,"[""2022-12-14T03:00:00Z"", ""2022-12-14T06:00:00Z"", ""2022-12-14T09:00:00Z"", ""2022-12-14T12:00:00Z"", ""2022-12-14T15:00:00Z"", ""2022-12-14T18:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,13.8,68.7,25.0,1002.0,D,13.9,67.5,30.0,1000.0,DD,True,14.1,65.8,30.0,1000.0,DD,True,14.1,63.0,25.0,1002.0,D,True
NIO_2022_UNNAMED_2_15_1_20221215_0000Z,NIO_2022_UNNAMED_2_15_1,TEST,2022-12-15T00:00:00Z,data/interim/gridsat/2022/gridsat_2022.12.14.09.npz,data/interim/gridsat/2022/gridsat_2022.12.14.12.npz,data/interim/gridsat/2022/gridsat_2022.12.14.15.npz,data/interim/gridsat/2022/gridsat_2022.12.14.18.npz,data/interim/gridsat/2022/gridsat_2022.12.14.21.npz,data/interim/gridsat/2022/gridsat_2022.12.15.00.npz,3DIMG_14DEC2022_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_1800_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_15DEC2022_0000_L1C_ASIA_MER_V01R00.h5,"[""2022-12-14T09:00:00Z"", ""2022-12-14T12:00:00Z"", ""2022-12-14T15:00:00Z"", ""2022-12-14T18:00:00Z"", ""2022-12-14T21:00:00Z"", ""2022-12-15T00:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,13.9,68.2,30.0,1001.0,DD,14.1,66.8,30.0,1000.0,DD,True,14.0,65.2,30.0,1000.0,DD,True,14.1,62.2,25.0,1002.0,D,True
NIO_2022_UNNAMED_2_15_1_20221215_0600Z,NIO_2022_UNNAMED_2_15_1,TEST,2022-12-15T06:00:00Z,data/interim/gridsat/2022/gridsat_2022.12.14.15.npz,data/interim/gridsat/2022/gridsat_2022.12.14.18.npz,data/interim/gridsat/2022/gridsat_2022.12.14.21.npz,data/interim/gridsat/2022/gridsat_2022.12.15.00.npz,data/interim/gridsat/2022/gridsat_2022.12.15.03.npz,data/interim/gridsat/2022/gridsat_2022.12.15.06.npz,3DIMG_14DEC2022_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_1800_L1C_ASIA_MER_V01R00.h5,3DIMG_14DEC2022_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_15DEC2022_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_15DEC2022_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_15DEC2022_0600_L1C_ASIA_MER_V01R00.h5,"[""2022-12-14T15:00:00Z"", ""2022-12-14T18:00:00Z"", ""2022-12-14T21:00:00Z"", ""2022-12-15T00:00:00Z"", ""2022-12-15T03:00:00Z"", ""2022-12-15T06:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,13.9,67.5,30.0,1000.0,DD,14.1,65.8,30.0,1000.0,DD,True,13.8,64.4,30.0,1001.0,DD,True,13.9,61.4,25.0,1002.0,D,True
NIO_2022_UNNAMED_2_16_1_20221222_0600Z,NIO_2022_UNNAMED_2_16_1,TEST,2022-12-22T06:00:00Z,data/interim/gridsat/2022/gridsat_2022.12.21.15.npz,data/interim/gridsat/2022/gridsat_2022.12.21.18.npz,data/interim/gridsat/2022/gridsat_2022.12.21.21.npz,data/interim/gridsat/2022/gridsat_2022.12.22.00.npz,data/interim/gridsat/2022/gridsat_2022.12.22.03.npz,data/interim/gridsat/2022/gridsat_2022.12.22.06.npz,3DIMG_21DEC2022_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_21DEC2022_1800_L1C_ASIA_MER_V01R00.h5,3DIMG_21DEC2022_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_0600_L1C_ASIA_MER_V01R00.h5,"[""2022-12-21T15:00:00Z"", ""2022-12-21T18:00:00Z"", ""2022-12-21T21:00:00Z"", ""2022-12-22T00:00:00Z"", ""2022-12-22T03:00:00Z"", ""2022-12-22T06:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,9.5,84.8,25.0,1004.0,D,10.1,84.2,25.0,1004.0,D,True,10.4,84.8,25.0,1004.0,D,True,10.4,83.7,25.0,1004.0,D,True
NIO_2022_UNNAMED_2_16_1_20221222_1200Z,NIO_2022_UNNAMED_2_16_1,TEST,2022-12-22T12:00:00Z,data/interim/gridsat/2022/gridsat_2022.12.21.21.npz,data/interim/gridsat/2022/gridsat_2022.12.22.00.npz,data/interim/gridsat/2022/gridsat_2022.12.22.03.npz,data/interim/gridsat/2022/gridsat_2022.12.22.06.npz,data/interim/gridsat/2022/gridsat_2022.12.22.09.npz,data/interim/gridsat/2022/gridsat_2022.12.22.12.npz,3DIMG_21DEC2022_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_1200_L1C_ASIA_MER_V01R00.h5,"[""2022-12-21T21:00:00Z"", ""2022-12-22T00:00:00Z"", ""2022-12-22T03:00:00Z"", ""2022-12-22T06:00:00Z"", ""2022-12-22T09:00:00Z"", ""2022-12-22T12:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,9.8,84.5,25.0,1004.0,D,10.1,84.2,25.0,1004.0,D,True,10.6,85.4,25.0,1004.0,D,True,9.7,83.0,25.0,1004.0,D,True
NIO_2022_UNNAMED_2_16_1_20221222_1800Z,NIO_2022_UNNAMED_2_16_1,TEST,2022-12-22T18:00:00Z,data/interim/gridsat/2022/gridsat_2022.12.22.03.npz,data/interim/gridsat/2022/gridsat_2022.12.22.06.npz,data/interim/gridsat/2022/gridsat_2022.12.22.09.npz,data/interim/gridsat/2022/gridsat_2022.12.22.12.npz,data/interim/gridsat/2022/gridsat_2022.12.22.15.npz,data/interim/gridsat/2022/gridsat_2022.12.22.18.npz,3DIMG_22DEC2022_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_1800_L1C_ASIA_MER_V01R00.h5,"[""2022-12-22T03:00:00Z"", ""2022-12-22T06:00:00Z"", ""2022-12-22T09:00:00Z"", ""2022-12-22T12:00:00Z"", ""2022-12-22T15:00:00Z"", ""2022-12-22T18:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,10.1,84.2,25.0,1004.0,D,10.4,84.8,25.0,1004.0,D,True,10.4,85.3,25.0,1004.0,D,True,9.3,82.5,25.0,1004.0,D,True
NIO_2022_UNNAMED_2_16_1_20221223_0000Z,NIO_2022_UNNAMED_2_16_1,TEST,2022-12-23T00:00:00Z,data/interim/gridsat/2022/gridsat_2022.12.22.09.npz,data/interim/gridsat/2022/gridsat_2022.12.22.12.npz,data/interim/gridsat/2022/gridsat_2022.12.22.15.npz,data/interim/gridsat/2022/gridsat_2022.12.22.18.npz,data/interim/gridsat/2022/gridsat_2022.12.22.21.npz,data/interim/gridsat/2022/gridsat_2022.12.23.00.npz,3DIMG_22DEC2022_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_1800_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_23DEC2022_0000_L1C_ASIA_MER_V01R00.h5,"[""2022-12-22T09:00:00Z"", ""2022-12-22T12:00:00Z"", ""2022-12-22T15:00:00Z"", ""2022-12-22T18:00:00Z"", ""2022-12-22T21:00:00Z"", ""2022-12-23T00:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,10.1,84.2,25.0,1004.0,D,10.6,85.4,25.0,1004.0,D,True,10.8,84.5,25.0,1004.0,D,True,9.0,82.2,25.0,1004.0,D,True
NIO_2022_UNNAMED_2_16_1_20221223_0600Z,NIO_2022_UNNAMED_2_16_1,TEST,2022-12-23T06:00:00Z,data/interim/gridsat/2022/gridsat_2022.12.22.15.npz,data/interim/gridsat/2022/gridsat_2022.12.22.18.npz,data/interim/gridsat/2022/gridsat_2022.12.22.21.npz,data/interim/gridsat/2022/gridsat_2022.12.23.00.npz,data/interim/gridsat/2022/gridsat_2022.12.23.03.npz,data/interim/gridsat/2022/gridsat_2022.12.23.06.npz,3DIMG_22DEC2022_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_1800_L1C_ASIA_MER_V01R00.h5,3DIMG_22DEC2022_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_23DEC2022_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_23DEC2022_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_23DEC2022_0600_L1C_ASIA_MER_V01R00.h5,"[""2022-12-22T15:00:00Z"", ""2022-12-22T18:00:00Z"", ""2022-12-22T21:00:00Z"", ""2022-12-23T00:00:00Z"", ""2022-12-23T03:00:00Z"", ""2022-12-23T06:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,10.4,84.8,25.0,1004.0,D,10.4,85.3,25.0,1004.0,D,True,10.4,83.7,25.0,1004.0,D,True,8.5,81.6,25.0,1004.0,D,True
NIO_2022_UNNAMED_2_2_1_20220303_0000Z,NIO_2022_UNNAMED_2_2_1,TEST,2022-03-03T00:00:00Z,data/interim/gridsat/2022/gridsat_2022.03.02.09.npz,data/interim/gridsat/2022/gridsat_2022.03.02.12.npz,data/interim/gridsat/2022/gridsat_2022.03.02.15.npz,data/interim/gridsat/2022/gridsat_2022.03.02.18.npz,data/interim/gridsat/2022/gridsat_2022.03.02.21.npz,data/interim/gridsat/2022/gridsat_2022.03.03.00.npz,3DIMG_02MAR2022_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_02MAR2022_1200_L1C_ASIA_MER_V01R00.h5,3DIMG_02MAR2022_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_02MAR2022_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_02MAR2022_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_03MAR2022_0000_L1C_ASIA_MER_V01R00.h5,"[""2022-03-02T09:00:00Z"", ""2022-03-02T12:00:00Z"", ""2022-03-02T15:00:00Z"", ""2022-03-02T19:00:00Z"", ""2022-03-02T21:00:00Z"", ""2022-03-03T00:00:00Z""]","[0.0, 0.0, 0.0, 60.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,5.3,84.0,25.0,1004.0,D,7.1,83.3,25.0,1004.0,D,True,8.5,83.0,25.0,1004.0,D,True,11.0,82.6,30.0,1002.0,DD,True
NIO_2022_UNNAMED_2_2_1_20220303_0600Z,NIO_2022_UNNAMED_2_2_1,TEST,2022-03-03T06:00:00Z,data/interim/gridsat/2022/gridsat_2022.03.02.15.npz,data/interim/gridsat/2022/gridsat_2022.03.02.18.npz,data/interim/gridsat/2022/gridsat_2022.03.02.21.npz,data/interim/gridsat/2022/gridsat_2022.03.03.00.npz,data/interim/gridsat/2022/gridsat_2022.03.03.03.npz,data/interim/gridsat/2022/gridsat_2022.03.03.06.npz,3DIMG_02MAR2022_1500_L1C_ASIA_MER_V01R00.h5,3DIMG_02MAR2022_1900_L1C_ASIA_MER_V01R00.h5,3DIMG_02MAR2022_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_03MAR2022_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_03MAR2022_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_03MAR2022_0600_L1C_ASIA_MER_V01R00.h5,"[""2022-03-02T15:00:00Z"", ""2022-03-02T19:00:00Z"", ""2022-03-02T21:00:00Z"", ""2022-03-03T00:00:00Z"", ""2022-03-03T03:00:00Z"", ""2022-03-03T06:00:00Z""]","[0.0, 60.0, 0.0, 0.0, 0.0, 0.0]",60.0,10.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,6.1,83.4,25.0,1004.0,D,7.8,83.1,25.0,1004.0,D,True,9.2,82.8,25.0,1003.0,D,True,11.6,82.6,30.0,1002.0,DD,True
NIO_2022_UNNAMED_2_2_1_20220303_1200Z,NIO_2022_UNNAMED_2_2_1,TEST,2022-03-03T12:00:00Z,data/interim/gridsat/2022/gridsat_2022.03.02.21.npz,data/interim/gridsat/2022/gridsat_2022.03.03.00.npz,data/interim/gridsat/2022/gridsat_2022.03.03.03.npz,data/interim/gridsat/2022/gridsat_2022.03.03.06.npz,data/interim/gridsat/2022/gridsat_2022.03.03.09.npz,data/interim/gridsat/2022/gridsat_2022.03.03.12.npz,3DIMG_02MAR2022_2100_L1C_ASIA_MER_V01R00.h5,3DIMG_03MAR2022_0000_L1C_ASIA_MER_V01R00.h5,3DIMG_03MAR2022_0300_L1C_ASIA_MER_V01R00.h5,3DIMG_03MAR2022_0600_L1C_ASIA_MER_V01R00.h5,3DIMG_03MAR2022_0900_L1C_ASIA_MER_V01R00.h5,3DIMG_03MAR2022_1200_L1C_ASIA_MER_V01R00.h5,"[""2022-03-02T21:00:00Z"", ""2022-03-03T00:00:00Z"", ""2022-03-03T03:00:00Z"", ""2022-03-03T06:00:00Z"", ""2022-03-03T09:00:00Z"", ""2022-03-03T12:00:00Z""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"IMG_TIR1,IMG_TIR2,IMG_WV",CALIBRATED_LUT_TEMPERATURE_KELVIN,Mercator_Remapped_0.07deg,572x929,True,7.1,83.3,25.0,1004.0,D,8.5,83.0,25.0,1004.0,D,True,10.0,82.7,30.0,1002.0,DD,True,11.7,82.5,30.0,1002.0,DD,True
