storm_id,storm_name,year,start_time_utc,end_time_utc,num_observations,split,source_file,source_report,first_source_page,last_source_page,quality_status,manual_review_count
NIO_2022_UNNAMED_2_13_1,,2022,2022-11-20T00:00:00+00:00,2022-11-22T00:00:00+00:00,11,TEST,27_501da8_RSMC full report 2022 13 Jan.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2022,217,217,OK,0
NIO_2022_MANDOUS,MANDOUS,2022,2022-12-06T12:00:00+00:00,2022-12-10T06:00:00+00:00,27,TEST,27_501da8_RSMC full report 2022 13 Jan.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2022,234,234,OK,0
NIO_2022_UNNAMED_2_15_1,,2022,2022-12-14T09:00:00+00:00,2022-12-17T06:00:00+00:00,16,TEST,27_501da8_RSMC full report 2022 13 Jan.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2022,256,256,OK,0
NIO_2022_UNNAMED_2_16_1,,2022,2022-12-22T03:00:00+00:00,2022-12-25T06:00:00+00:00,17,TEST,27_501da8_RSMC full report 2022 13 Jan.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2022,271,271,OK,0
NIO_2022_SITRANG,SITRANG,2022,,,20,TEST,27_501da8_RSMC full report 2022 13 Jan.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2022,198,198,REVIEW_REQUIRED,20
NIO_2022_UNNAMED_01,,2022,,,17,TEST,27_501da8_RSMC full report 2022 13 Jan.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2022,64,64,REVIEW_REQUIRED,17
NIO_2023_UNNAMED_2_6_1,,2023,2022-10-01T00:00:00+00:00,2023-09-30T18:00:00+00:00,5,TEST,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2023,144,144,OK,0
NIO_2023_UNNAMED_2_2_1,,2023,2023-01-30T03:00:00+00:00,2023-02-02T12:00:00+00:00,19,TEST,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2023,45,45,REVIEW_REQUIRED,1
NIO_2023_MOCHA,MOCHA,2023,2023-05-09T12:00:00+00:00,2023-05-15T00:00:00+00:00,40,TEST,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2023,66,67,REVIEW_REQUIRED,1
NIO_2023_BIPARJOY,BIPARJOY,2023,2023-06-06T00:00:00+00:00,2023-06-19T00:00:00+00:00,97,TEST,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2023,94,96,OK,0
NIO_2023_TEJ,TEJ,2023,2023-10-20T03:00:00+00:00,2023-10-24T12:00:00+00:00,33,TEST,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2023,156,156,OK,0
NIO_2023_HAMOON,HAMOON,2023,2023-10-21T21:00:00+00:00,2023-10-25T21:00:00+00:00,29,TEST,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2023,181,181,REVIEW_REQUIRED,1
NIO_2023_MIDHILI,MIDHILI,2023,2023-11-15T03:00:00+00:00,2023-11-18T00:00:00+00:00,17,TEST,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2023,208,208,OK,0
NIO_2023_MICHAUNG,MICHAUNG,2023,2023-12-01T00:00:00+00:00,2023-12-06T00:00:00+00:00,34,TEST,27_7d3be4_Final_upload RSMC Report 2024 (1).pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2023,226,227,OK,0
NIO_2024_REMAL,REMAL,2024,2024-05-24T00:00:00+00:00,2024-05-28T06:00:00+00:00,30,TEST,27_a7fb96_27_ef4e32_RSMC-Report2024-for upload.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2024,44,44,OK,0
NIO_2024_UNNAMED_2_3_1,,2024,2024-07-19T03:00:00+00:00,2024-07-20T06:00:00+00:00,7,TEST,27_a7fb96_27_ef4e32_RSMC-Report2024-for upload.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2024,75,75,OK,0
NIO_2024_UNNAMED_2_4_1,,2024,2024-08-02T12:00:00+00:00,2024-08-05T18:00:00+00:00,17,TEST,27_a7fb96_27_ef4e32_RSMC-Report2024-for upload.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2024,87,87,OK,0
NIO_2024_ASNA,ASNA,2024,2024-08-25T00:00:00+00:00,2024-09-02T03:00:00+00:00,49,TEST,27_a7fb96_27_ef4e32_RSMC-Report2024-for upload.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2024,108,109,OK,0
NIO_2024_LAT,LAT,2024,2024-08-31T00:00:00+00:00,2024-10-15T12:00:00+00:00,35,TEST,27_a7fb96_27_ef4e32_RSMC-Report2024-for upload.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2024,136,136,REVIEW_REQUIRED,1
NIO_2024_UNNAMED_2_7_1,,2024,2024-09-08T00:00:00+00:00,2024-09-10T06:00:00+00:00,13,TEST,27_a7fb96_27_ef4e32_RSMC-Report2024-for upload.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2024,152,152,OK,0
NIO_2024_NO,NO,2024,2024-09-13T12:00:00+00:00,2024-09-17T18:00:00+00:00,22,TEST,27_a7fb96_27_ef4e32_RSMC-Report2024-for upload.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2024,180,180,OK,0
NIO_2024_DANA,DANA,2024,2024-10-22T00:00:00+00:00,2024-10-24T18:00:00+00:00,20,TEST,27_a7fb96_27_ef4e32_RSMC-Report2024-for upload.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2024,226,226,OK,0
NIO_2024_FENGAL,FENGAL,2024,2024-11-25T03:00:00+00:00,2024-12-01T18:00:00+00:00,40,TEST,27_a7fb96_27_ef4e32_RSMC-Report2024-for upload.pdf,REPORT ON CYCLONIC DISTURBANCES OVER NORTH INDIAN OCEAN DURING 2024,254,255,OK,0
