sample_id,storm_id,timestamp,field,sample_index_value,imd_v2_value,raw_source_value,source_file,source_page,source_table,source_row,classification,reason,recommended_action,resolution_status,resolved_sample_index_value
NIO_2018_MEKUNU_20180523_0000Z,NIO_2018_MEKUNU,2018-05-23T12:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,10,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,65.0
NIO_2018_MEKUNU_20180523_0300Z,NIO_2018_MEKUNU,2018-05-23T15:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,11,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,70.0
NIO_2018_MEKUNU_20180523_0600Z,NIO_2018_MEKUNU,2018-05-23T18:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,12,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,70.0
NIO_2018_MEKUNU_20180523_0900Z,NIO_2018_MEKUNU,2018-05-23T21:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,13,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,70.0
NIO_2018_MEKUNU_20180523_1200Z,NIO_2018_MEKUNU,2018-05-24T00:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,14,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,70.0
NIO_2018_MEKUNU_20180523_1500Z,NIO_2018_MEKUNU,2018-05-24T03:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,15,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,75.0
NIO_2018_MEKUNU_20180523_1800Z,NIO_2018_MEKUNU,2018-05-24T06:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,16,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180523_2100Z,NIO_2018_MEKUNU,2018-05-24T09:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,17,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180524_0000Z,NIO_2018_MEKUNU,2018-05-24T12:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,18,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180524_0300Z,NIO_2018_MEKUNU,2018-05-24T15:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,19,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180524_0600Z,NIO_2018_MEKUNU,2018-05-24T18:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,20,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180524_0900Z,NIO_2018_MEKUNU,2018-05-24T21:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,21,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180524_1200Z,NIO_2018_MEKUNU,2018-05-25T00:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,22,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,85.0
NIO_2018_MEKUNU_20180524_1500Z,NIO_2018_MEKUNU,2018-05-25T03:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,23,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,90.0
NIO_2018_MEKUNU_20180524_1800Z,NIO_2018_MEKUNU,2018-05-25T06:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,24,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,90.0
NIO_2018_MEKUNU_20180525_0000Z,NIO_2018_MEKUNU,2018-05-25T12:00:00+00:00,wind_12h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,26,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,95.0
NIO_2018_MEKUNU_20180521_1200Z,NIO_2018_MEKUNU,2018-05-22T12:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,2,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,35.0
NIO_2018_MEKUNU_20180521_1800Z,NIO_2018_MEKUNU,2018-05-22T18:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,4,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,40.0
NIO_2018_MEKUNU_20180522_0000Z,NIO_2018_MEKUNU,2018-05-23T00:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,6,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,45.0
NIO_2018_MEKUNU_20180522_0300Z,NIO_2018_MEKUNU,2018-05-23T03:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,7,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,55.0
NIO_2018_MEKUNU_20180522_0600Z,NIO_2018_MEKUNU,2018-05-23T06:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,8,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,60.0
NIO_2018_MEKUNU_20180522_1200Z,NIO_2018_MEKUNU,2018-05-23T12:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,10,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,65.0
NIO_2018_MEKUNU_20180522_1500Z,NIO_2018_MEKUNU,2018-05-23T15:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,11,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,70.0
NIO_2018_MEKUNU_20180522_1800Z,NIO_2018_MEKUNU,2018-05-23T18:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,12,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,70.0
NIO_2018_MEKUNU_20180522_2100Z,NIO_2018_MEKUNU,2018-05-23T21:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,13,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,70.0
NIO_2018_MEKUNU_20180523_0000Z,NIO_2018_MEKUNU,2018-05-24T00:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,14,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,70.0
NIO_2018_MEKUNU_20180523_0300Z,NIO_2018_MEKUNU,2018-05-24T03:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,15,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,75.0
NIO_2018_MEKUNU_20180523_0600Z,NIO_2018_MEKUNU,2018-05-24T06:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,16,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180523_0900Z,NIO_2018_MEKUNU,2018-05-24T09:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,17,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180523_1200Z,NIO_2018_MEKUNU,2018-05-24T12:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,18,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180523_1500Z,NIO_2018_MEKUNU,2018-05-24T15:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,19,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180523_1800Z,NIO_2018_MEKUNU,2018-05-24T18:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,20,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180523_2100Z,NIO_2018_MEKUNU,2018-05-24T21:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,21,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180524_0000Z,NIO_2018_MEKUNU,2018-05-25T00:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,22,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,85.0
NIO_2018_MEKUNU_20180524_0300Z,NIO_2018_MEKUNU,2018-05-25T03:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,23,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,90.0
NIO_2018_MEKUNU_20180524_0600Z,NIO_2018_MEKUNU,2018-05-25T06:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,24,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,90.0
NIO_2018_MEKUNU_20180524_0900Z,NIO_2018_MEKUNU,2018-05-25T09:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,25,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,90.0
NIO_2018_MEKUNU_20180524_1200Z,NIO_2018_MEKUNU,2018-05-25T12:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,26,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,95.0
NIO_2018_MEKUNU_20180524_1500Z,NIO_2018_MEKUNU,2018-05-25T15:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,27,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,95.0
NIO_2018_MEKUNU_20180524_1800Z,NIO_2018_MEKUNU,2018-05-25T18:00:00+00:00,wind_24h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,28,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,95.0
NIO_2002_UNNAMED_25_20021110_1200Z,NIO_2002_UNNAMED_25,2002-11-12T12:00:00+00:00,wind_48h,,,,27_54cee6_35_6641c5_2002.pdf,25,OCR_PAGE_25,25,LEGITIMATELY_MISSING_IN_SOURCE,Observation post-landfall/dissipation where IMD recorded hyphen or blank (raw=nan).,Preserve NaN (legitimate missing source data).,RETAINED_LEGITIMATE_SOURCE_NAN,
NIO_2006_UNNAMED_2_2_1_20060427_0900Z,NIO_2006_UNNAMED_2_2_1,2006-04-29T09:00:00+00:00,wind_48h,,,,27_b1dd60_rsmc-2006 .pdf,23,Table 2.2.1,36,LEGITIMATELY_MISSING_IN_SOURCE,Observation post-landfall/dissipation where IMD recorded hyphen or blank (raw=nan).,Preserve NaN (legitimate missing source data).,RETAINED_LEGITIMATE_SOURCE_NAN,
NIO_2006_UNNAMED_2_2_1_20060427_1200Z,NIO_2006_UNNAMED_2_2_1,2006-04-29T12:00:00+00:00,wind_48h,,,,27_b1dd60_rsmc-2006 .pdf,23,Table 2.2.1,37,LEGITIMATELY_MISSING_IN_SOURCE,Observation post-landfall/dissipation where IMD recorded hyphen or blank (raw=nan).,Preserve NaN (legitimate missing source data).,RETAINED_LEGITIMATE_SOURCE_NAN,
NIO_2006_UNNAMED_2_2_1_20060427_1500Z,NIO_2006_UNNAMED_2_2_1,2006-04-29T15:00:00+00:00,wind_48h,,,,27_b1dd60_rsmc-2006 .pdf,23,Table 2.2.1,38,LEGITIMATELY_MISSING_IN_SOURCE,Observation post-landfall/dissipation where IMD recorded hyphen or blank (raw=nan).,Preserve NaN (legitimate missing source data).,RETAINED_LEGITIMATE_SOURCE_NAN,
NIO_2006_UNNAMED_2_2_1_20060427_1800Z,NIO_2006_UNNAMED_2_2_1,2006-04-29T18:00:00+00:00,wind_48h,,,,27_b1dd60_rsmc-2006 .pdf,23,Table 2.2.1,39,LEGITIMATELY_MISSING_IN_SOURCE,Observation post-landfall/dissipation where IMD recorded hyphen or blank (raw=nan).,Preserve NaN (legitimate missing source data).,RETAINED_LEGITIMATE_SOURCE_NAN,
NIO_2007_UNNAMED_2_12_1_20071113_1800Z,NIO_2007_UNNAMED_2_12_1,2007-11-15T18:00:00+00:00,wind_48h,,,-,27_82fddf_rsmc-2007.pdf,80,Table 2.12.1,37,LEGITIMATELY_MISSING_IN_SOURCE,Observation post-landfall/dissipation where IMD recorded hyphen or blank (raw=-).,Preserve NaN (legitimate missing source data).,RETAINED_LEGITIMATE_SOURCE_NAN,
NIO_2007_UNNAMED_2_12_1_20071113_2100Z,NIO_2007_UNNAMED_2_12_1,2007-11-15T21:00:00+00:00,wind_48h,,,-,27_82fddf_rsmc-2007.pdf,80,Table 2.12.1,38,LEGITIMATELY_MISSING_IN_SOURCE,Observation post-landfall/dissipation where IMD recorded hyphen or blank (raw=-).,Preserve NaN (legitimate missing source data).,RETAINED_LEGITIMATE_SOURCE_NAN,
NIO_2007_UNNAMED_2_12_1_20071114_0000Z,NIO_2007_UNNAMED_2_12_1,2007-11-16T00:00:00+00:00,wind_48h,,,-,27_82fddf_rsmc-2007.pdf,80,Table 2.12.1,39,LEGITIMATELY_MISSING_IN_SOURCE,Observation post-landfall/dissipation where IMD recorded hyphen or blank (raw=-).,Preserve NaN (legitimate missing source data).,RETAINED_LEGITIMATE_SOURCE_NAN,
NIO_2007_UNNAMED_2_12_1_20071114_0300Z,NIO_2007_UNNAMED_2_12_1,2007-11-16T03:00:00+00:00,wind_48h,,,-,27_82fddf_rsmc-2007.pdf,80,Table 2.12.1,40,LEGITIMATELY_MISSING_IN_SOURCE,Observation post-landfall/dissipation where IMD recorded hyphen or blank (raw=-).,Preserve NaN (legitimate missing source data).,RETAINED_LEGITIMATE_SOURCE_NAN,
NIO_2009_PHYAN_20091109_1200Z,NIO_2009_PHYAN,2009-11-11T12:00:00+00:00,wind_48h,,,,27_4e34f3_rsmc-2009.pdf,78,Table 2.7.1,15,EXTRACTION_POST_LANDFALL_SHIFT,Post-landfall table row column shift caused wind to be dropped.,Re-extract post-landfall rows on p.78 to capture wind.,RESOLVED_BY_SOURCE_CORRECTION,30.0
NIO_2009_PHYAN_20091109_1800Z,NIO_2009_PHYAN,2009-11-11T18:00:00+00:00,wind_48h,,,,27_4e34f3_rsmc-2009.pdf,78,Table 2.7.1,17,EXTRACTION_POST_LANDFALL_SHIFT,Post-landfall table row column shift caused wind to be dropped.,Re-extract post-landfall rows on p.78 to capture wind.,RESOLVED_BY_SOURCE_CORRECTION,20.0
NIO_2009_WARD_20091213_0000Z,NIO_2009_WARD,2009-12-15T00:00:00+00:00,wind_48h,,,2 5,27_4e34f3_rsmc-2009.pdf,83,Table 2.8.1,31,EXTRACTION_WHITESPACE_CORRUPTION,Extracted raw wind has internal space 2 5 causing float parse failure.,Clean whitespace before float parsing to restore 25 kt.,RESOLVED_BY_SOURCE_CORRECTION,25.0
NIO_2011_UNNAMED_2_9_1_20111129_0600Z,NIO_2011_UNNAMED_2_9_1,2011-12-01T06:00:00+00:00,wind_48h,,,,27_2f6165_rsmc-2011.pdf,107,Table 2.9.1,27,LEGITIMATELY_MISSING_IN_SOURCE,Observation post-landfall/dissipation where IMD recorded hyphen or blank (raw=nan).,Preserve NaN (legitimate missing source data).,RETAINED_LEGITIMATE_SOURCE_NAN,
NIO_2018_MEKUNU_20180521_1200Z,NIO_2018_MEKUNU,2018-05-23T12:00:00+00:00,wind_48h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,10,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,65.0
NIO_2018_MEKUNU_20180521_1800Z,NIO_2018_MEKUNU,2018-05-23T18:00:00+00:00,wind_48h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,12,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,70.0
NIO_2018_MEKUNU_20180522_0000Z,NIO_2018_MEKUNU,2018-05-24T00:00:00+00:00,wind_48h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,14,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,70.0
NIO_2018_MEKUNU_20180522_0300Z,NIO_2018_MEKUNU,2018-05-24T03:00:00+00:00,wind_48h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,15,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,75.0
NIO_2018_MEKUNU_20180522_0600Z,NIO_2018_MEKUNU,2018-05-24T06:00:00+00:00,wind_48h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,16,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180522_1200Z,NIO_2018_MEKUNU,2018-05-24T12:00:00+00:00,wind_48h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,18,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180522_1500Z,NIO_2018_MEKUNU,2018-05-24T15:00:00+00:00,wind_48h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,19,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180522_1800Z,NIO_2018_MEKUNU,2018-05-24T18:00:00+00:00,wind_48h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,20,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180522_2100Z,NIO_2018_MEKUNU,2018-05-24T21:00:00+00:00,wind_48h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,21,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,80.0
NIO_2018_MEKUNU_20180523_0000Z,NIO_2018_MEKUNU,2018-05-25T00:00:00+00:00,wind_48h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,22,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,85.0
NIO_2018_MEKUNU_20180523_0300Z,NIO_2018_MEKUNU,2018-05-25T03:00:00+00:00,wind_48h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,23,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,90.0
NIO_2018_MEKUNU_20180523_0600Z,NIO_2018_MEKUNU,2018-05-25T06:00:00+00:00,wind_48h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,24,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,90.0
NIO_2018_MEKUNU_20180523_0900Z,NIO_2018_MEKUNU,2018-05-25T09:00:00+00:00,wind_48h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,25,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,90.0
NIO_2018_MEKUNU_20180523_1200Z,NIO_2018_MEKUNU,2018-05-25T12:00:00+00:00,wind_48h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,26,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,95.0
NIO_2018_MEKUNU_20180523_1500Z,NIO_2018_MEKUNU,2018-05-25T15:00:00+00:00,wind_48h,,,,27_60dae9_rsmc-2018.pdf,70,Table 2.3.1,27,EXTRACTION_COLUMN_SHIFT,Table continuation on p.70 had empty col at index 6; actual wind shifted to col 7.,Re-extract p.70 with corrected column alignment to restore wind from col 7.,RESOLVED_BY_SOURCE_CORRECTION,95.0
