sample_id,storm_id,split,t0,frame_t_minus_15h,frame_t_minus_12h,frame_t_minus_9h,frame_t_minus_6h,frame_t_minus_3h,frame_t0,imd_lat_t0,imd_lon_t0,imd_wind_t0,imd_pressure_t0,imd_category_t0,imd_lat_12h,imd_lon_12h,wind_12h,pressure_12h,category_12h,imd_lat_24h,imd_lon_24h,wind_24h,pressure_24h,category_24h,imd_lat_48h,imd_lon_48h,wind_48h,pressure_48h,category_48h
NIO_2015_UNNAMED_2_4_1_20150710_0300Z,NIO_2015_UNNAMED_2_4_1,TRAIN,2015-07-10T03:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.07.09.12.npz,data/interim/gridsat/2015/gridsat_2015.07.09.15.npz,data/interim/gridsat/2015/gridsat_2015.07.09.18.npz,data/interim/gridsat/2015/gridsat_2015.07.09.21.npz,data/interim/gridsat/2015/gridsat_2015.07.10.00.npz,data/interim/gridsat/2015/gridsat_2015.07.10.03.npz,23.1,85.1,25.0,996.0,D,23.5,82.5,25.0,996.0,D,24.0,80.5,25.0,996.0,D,28.5,78.0,25.0,998.0,D
NIO_2015_UNNAMED_2_4_1_20150710_0600Z,NIO_2015_UNNAMED_2_4_1,TRAIN,2015-07-10T06:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.07.09.15.npz,data/interim/gridsat/2015/gridsat_2015.07.09.18.npz,data/interim/gridsat/2015/gridsat_2015.07.09.21.npz,data/interim/gridsat/2015/gridsat_2015.07.10.00.npz,data/interim/gridsat/2015/gridsat_2015.07.10.03.npz,data/interim/gridsat/2015/gridsat_2015.07.10.06.npz,23.1,85.0,25.0,996.0,D,23.6,82.3,25.0,996.0,D,24.5,80.5,25.0,996.0,D,28.5,77.5,25.0,998.0,D
NIO_2015_UNNAMED_2_4_1_20150710_0900Z,NIO_2015_UNNAMED_2_4_1,TRAIN,2015-07-10T09:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.07.09.18.npz,data/interim/gridsat/2015/gridsat_2015.07.09.21.npz,data/interim/gridsat/2015/gridsat_2015.07.10.00.npz,data/interim/gridsat/2015/gridsat_2015.07.10.03.npz,data/interim/gridsat/2015/gridsat_2015.07.10.06.npz,data/interim/gridsat/2015/gridsat_2015.07.10.09.npz,23.3,84.0,25.0,994.0,D,23.8,81.0,25.0,996.0,D,24.5,80.5,25.0,996.0,D,28.5,77.3,25.0,998.0,D
NIO_2015_UNNAMED_2_8_1_20150916_0300Z,NIO_2015_UNNAMED_2_8_1,TRAIN,2015-09-16T03:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.09.15.12.npz,data/interim/gridsat/2015/gridsat_2015.09.15.15.npz,data/interim/gridsat/2015/gridsat_2015.09.15.18.npz,data/interim/gridsat/2015/gridsat_2015.09.15.21.npz,data/interim/gridsat/2015/gridsat_2015.09.16.00.npz,data/interim/gridsat/2015/gridsat_2015.09.16.03.npz,19.6,83.5,25.0,998.0,D,20.6,82.0,25.0,998.0,D,21.0,79.5,30.0,998.0,DD,20.7,77.0,30.0,996.0,D
NIO_2015_UNNAMED_2_8_1_20150916_0600Z,NIO_2015_UNNAMED_2_8_1,TRAIN,2015-09-16T06:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.09.15.15.npz,data/interim/gridsat/2015/gridsat_2015.09.15.18.npz,data/interim/gridsat/2015/gridsat_2015.09.15.21.npz,data/interim/gridsat/2015/gridsat_2015.09.16.00.npz,data/interim/gridsat/2015/gridsat_2015.09.16.03.npz,data/interim/gridsat/2015/gridsat_2015.09.16.06.npz,20.3,83.0,25.0,998.0,D,20.8,81.9,25.0,998.0,D,20.5,79.5,30.0,998.0,DD,20.0,77.0,30.0,998.0,D
NIO_2015_UNNAMED_2_8_1_20150916_0900Z,NIO_2015_UNNAMED_2_8_1,TRAIN,2015-09-16T09:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.09.15.18.npz,data/interim/gridsat/2015/gridsat_2015.09.15.21.npz,data/interim/gridsat/2015/gridsat_2015.09.16.00.npz,data/interim/gridsat/2015/gridsat_2015.09.16.03.npz,data/interim/gridsat/2015/gridsat_2015.09.16.06.npz,data/interim/gridsat/2015/gridsat_2015.09.16.09.npz,20.4,82.7,25.0,998.0,D,21.0,81.9,25.0,998.0,D,20.0,79.5,30.0,998.0,DD,20.7,76.5,25.0,998.0,D
NIO_2015_UNNAMED_2_8_1_20150916_1200Z,NIO_2015_UNNAMED_2_8_1,TRAIN,2015-09-16T12:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.09.15.21.npz,data/interim/gridsat/2015/gridsat_2015.09.16.00.npz,data/interim/gridsat/2015/gridsat_2015.09.16.03.npz,data/interim/gridsat/2015/gridsat_2015.09.16.06.npz,data/interim/gridsat/2015/gridsat_2015.09.16.09.npz,data/interim/gridsat/2015/gridsat_2015.09.16.12.npz,20.5,82.5,25.0,998.0,D,21.1,81.5,25.0,998.0,D,20.5,79.0,30.0,996.0,DD,20.5,76.0,25.0,998.0,D
NIO_2015_UNNAMED_2_8_1_20150916_1500Z,NIO_2015_UNNAMED_2_8_1,TRAIN,2015-09-16T15:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.09.16.00.npz,data/interim/gridsat/2015/gridsat_2015.09.16.03.npz,data/interim/gridsat/2015/gridsat_2015.09.16.06.npz,data/interim/gridsat/2015/gridsat_2015.09.16.09.npz,data/interim/gridsat/2015/gridsat_2015.09.16.12.npz,data/interim/gridsat/2015/gridsat_2015.09.16.15.npz,20.6,82.0,25.0,998.0,D,21.0,79.5,30.0,998.0,DD,20.0,77.5,30.0,996.0,DD,20.5,75.8,25.0,998.0,D
NIO_2015_UNNAMED_2_8_1_20150916_1800Z,NIO_2015_UNNAMED_2_8_1,TRAIN,2015-09-16T18:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.09.16.03.npz,data/interim/gridsat/2015/gridsat_2015.09.16.06.npz,data/interim/gridsat/2015/gridsat_2015.09.16.09.npz,data/interim/gridsat/2015/gridsat_2015.09.16.12.npz,data/interim/gridsat/2015/gridsat_2015.09.16.15.npz,data/interim/gridsat/2015/gridsat_2015.09.16.18.npz,20.8,81.9,25.0,998.0,D,20.5,79.5,30.0,998.0,DD,20.0,77.0,30.0,996.0,DD,20.5,75.5,25.0,998.0,D
NIO_2015_UNNAMED_2_8_1_20150916_2100Z,NIO_2015_UNNAMED_2_8_1,TRAIN,2015-09-16T21:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.09.16.06.npz,data/interim/gridsat/2015/gridsat_2015.09.16.09.npz,data/interim/gridsat/2015/gridsat_2015.09.16.12.npz,data/interim/gridsat/2015/gridsat_2015.09.16.15.npz,data/interim/gridsat/2015/gridsat_2015.09.16.18.npz,data/interim/gridsat/2015/gridsat_2015.09.16.21.npz,21.0,81.9,25.0,998.0,D,20.0,79.5,30.0,998.0,DD,20.0,76.4,30.0,996.0,DD,20.8,75.0,25.0,998.0,D
NIO_2015_UNNAMED_2_8_1_20150917_0000Z,NIO_2015_UNNAMED_2_8_1,TRAIN,2015-09-17T00:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.09.16.09.npz,data/interim/gridsat/2015/gridsat_2015.09.16.12.npz,data/interim/gridsat/2015/gridsat_2015.09.16.15.npz,data/interim/gridsat/2015/gridsat_2015.09.16.18.npz,data/interim/gridsat/2015/gridsat_2015.09.16.21.npz,data/interim/gridsat/2015/gridsat_2015.09.17.00.npz,21.1,81.5,25.0,998.0,D,20.5,79.0,30.0,996.0,DD,20.8,77.4,25.0,996.0,DD,21.0,74.5,25.0,998.0,D
NIO_2015_UNNAMED_2_9_1_20151009_0000Z,NIO_2015_UNNAMED_2_9_1,TRAIN,2015-10-09T00:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.10.08.09.npz,data/interim/gridsat/2015/gridsat_2015.10.08.12.npz,data/interim/gridsat/2015/gridsat_2015.10.08.15.npz,data/interim/gridsat/2015/gridsat_2015.10.08.18.npz,data/interim/gridsat/2015/gridsat_2015.10.08.21.npz,data/interim/gridsat/2015/gridsat_2015.10.09.00.npz,14.0,70.3,25.0,1004.0,D,14.3,70.2,25.0,1002.0,D,15.0,69.6,30.0,1001.0,DD,15.5,69.2,30.0,1001.0,DD
NIO_2015_UNNAMED_2_9_1_20151009_0600Z,NIO_2015_UNNAMED_2_9_1,TRAIN,2015-10-09T06:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.10.08.15.npz,data/interim/gridsat/2015/gridsat_2015.10.08.18.npz,data/interim/gridsat/2015/gridsat_2015.10.08.21.npz,data/interim/gridsat/2015/gridsat_2015.10.09.00.npz,data/interim/gridsat/2015/gridsat_2015.10.09.03.npz,data/interim/gridsat/2015/gridsat_2015.10.09.06.npz,14.1,70.3,25.0,1004.0,D,14.7,69.9,30.0,1001.0,DD,15.1,69.4,30.0,1000.0,DD,15.7,69.2,25.0,1003.0,D
NIO_2015_UNNAMED_2_9_1_20151009_1200Z,NIO_2015_UNNAMED_2_9_1,TRAIN,2015-10-09T12:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.10.08.21.npz,data/interim/gridsat/2015/gridsat_2015.10.09.00.npz,data/interim/gridsat/2015/gridsat_2015.10.09.03.npz,data/interim/gridsat/2015/gridsat_2015.10.09.06.npz,data/interim/gridsat/2015/gridsat_2015.10.09.09.npz,data/interim/gridsat/2015/gridsat_2015.10.09.12.npz,14.3,70.2,25.0,1002.0,D,15.0,69.6,30.0,1001.0,DD,15.2,69.3,30.0,1000.0,DD,15.9,69.2,25.0,1004.0,D
NIO_2015_UNNAMED_2_9_1_20151009_1800Z,NIO_2015_UNNAMED_2_9_1,TRAIN,2015-10-09T18:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.10.09.03.npz,data/interim/gridsat/2015/gridsat_2015.10.09.06.npz,data/interim/gridsat/2015/gridsat_2015.10.09.09.npz,data/interim/gridsat/2015/gridsat_2015.10.09.12.npz,data/interim/gridsat/2015/gridsat_2015.10.09.15.npz,data/interim/gridsat/2015/gridsat_2015.10.09.18.npz,14.7,69.9,30.0,1001.0,DD,15.1,69.4,30.0,1000.0,DD,15.3,69.2,30.0,1000.0,DD,16.0,69.2,25.0,1004.0,D
NIO_2015_UNNAMED_2_9_1_20151010_0000Z,NIO_2015_UNNAMED_2_9_1,TRAIN,2015-10-10T00:00:00+00:00,data/interim/gridsat/2015/gridsat_2015.10.09.09.npz,data/interim/gridsat/2015/gridsat_2015.10.09.12.npz,data/interim/gridsat/2015/gridsat_2015.10.09.15.npz,data/interim/gridsat/2015/gridsat_2015.10.09.18.npz,data/interim/gridsat/2015/gridsat_2015.10.09.21.npz,data/interim/gridsat/2015/gridsat_2015.10.10.00.npz,15.0,69.6,30.0,1001.0,DD,15.2,69.3,30.0,1000.0,DD,15.5,69.2,30.0,1001.0,DD,16.1,69.0,20.0,1004.0,D
NIO_2016_KYANT_20161021_0000Z,NIO_2016_KYANT,TRAIN,2016-10-21T00:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.10.20.09.npz,data/interim/gridsat/2016/gridsat_2016.10.20.12.npz,data/interim/gridsat/2016/gridsat_2016.10.20.15.npz,data/interim/gridsat/2016/gridsat_2016.10.20.18.npz,data/interim/gridsat/2016/gridsat_2016.10.20.21.npz,data/interim/gridsat/2016/gridsat_2016.10.21.00.npz,13.5,88.5,20.0,996.0,D,13.9,89.8,20.0,996.0,D,13.9,90.0,20.0,996.0,D,15.5,93.0,20.0,996.0,D
NIO_2016_KYANT_20161022_0000Z,NIO_2016_KYANT,TRAIN,2016-10-22T00:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.10.21.09.npz,data/interim/gridsat/2016/gridsat_2016.10.21.12.npz,data/interim/gridsat/2016/gridsat_2016.10.21.15.npz,data/interim/gridsat/2016/gridsat_2016.10.21.18.npz,data/interim/gridsat/2016/gridsat_2016.10.21.21.npz,data/interim/gridsat/2016/gridsat_2016.10.22.00.npz,13.9,90.0,20.0,996.0,D,14.9,92.0,20.0,996.0,D,15.5,93.0,20.0,996.0,D,16.4,93.2,30.0,994.0,DD
NIO_2016_KYANT_20161023_1800Z,NIO_2016_KYANT,TRAIN,2016-10-23T18:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.10.23.03.npz,data/interim/gridsat/2016/gridsat_2016.10.23.06.npz,data/interim/gridsat/2016/gridsat_2016.10.23.09.npz,data/interim/gridsat/2016/gridsat_2016.10.23.12.npz,data/interim/gridsat/2016/gridsat_2016.10.23.15.npz,data/interim/gridsat/2016/gridsat_2016.10.23.18.npz,16.0,93.2,30.0,994.0,DD,16.5,93.2,30.0,994.0,DD,16.8,92.3,30.0,994.0,DD,16.6,89.8,40.0,988.0,CS
NIO_2016_KYANT_20161024_0000Z,NIO_2016_KYANT,TRAIN,2016-10-24T00:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.10.23.09.npz,data/interim/gridsat/2016/gridsat_2016.10.23.12.npz,data/interim/gridsat/2016/gridsat_2016.10.23.15.npz,data/interim/gridsat/2016/gridsat_2016.10.23.18.npz,data/interim/gridsat/2016/gridsat_2016.10.23.21.npz,data/interim/gridsat/2016/gridsat_2016.10.24.00.npz,16.4,93.2,30.0,994.0,DD,16.7,92.7,30.0,994.0,DD,16.9,91.7,30.0,990.0,DD,16.6,89.0,40.0,988.0,CS
NIO_2016_KYANT_20161024_0600Z,NIO_2016_KYANT,TRAIN,2016-10-24T06:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.10.23.15.npz,data/interim/gridsat/2016/gridsat_2016.10.23.18.npz,data/interim/gridsat/2016/gridsat_2016.10.23.21.npz,data/interim/gridsat/2016/gridsat_2016.10.24.00.npz,data/interim/gridsat/2016/gridsat_2016.10.24.03.npz,data/interim/gridsat/2016/gridsat_2016.10.24.06.npz,16.5,93.2,30.0,994.0,DD,16.8,92.3,30.0,994.0,DD,17.1,91.9,40.0,988.0,CS,16.5,88.0,40.0,988.0,CS
NIO_2016_KYANT_20161025_0300Z,NIO_2016_KYANT,TRAIN,2016-10-25T03:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.10.24.12.npz,data/interim/gridsat/2016/gridsat_2016.10.24.15.npz,data/interim/gridsat/2016/gridsat_2016.10.24.18.npz,data/interim/gridsat/2016/gridsat_2016.10.24.21.npz,data/interim/gridsat/2016/gridsat_2016.10.25.00.npz,data/interim/gridsat/2016/gridsat_2016.10.25.03.npz,17.0,91.2,40.0,988.0,CS,16.7,90.2,40.0,988.0,CS,16.6,88.5,40.0,988.0,CS,15.3,85.1,35.0,994.0,DD
NIO_2016_UNNAMED_2_4_1_20160809_1200Z,NIO_2016_UNNAMED_2_4_1,TRAIN,2016-08-09T12:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.08.21.npz,data/interim/gridsat/2016/gridsat_2016.08.09.00.npz,data/interim/gridsat/2016/gridsat_2016.08.09.03.npz,data/interim/gridsat/2016/gridsat_2016.08.09.06.npz,data/interim/gridsat/2016/gridsat_2016.08.09.09.npz,data/interim/gridsat/2016/gridsat_2016.08.09.12.npz,22.0,88.5,25.0,996.0,D,22.8,89.7,25.0,995.0,D,23.4,89.1,30.0,994.0,DD,24.0,86.5,25.0,996.0,D
NIO_2016_UNNAMED_2_4_1_20160809_1800Z,NIO_2016_UNNAMED_2_4_1,TRAIN,2016-08-09T18:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.09.03.npz,data/interim/gridsat/2016/gridsat_2016.08.09.06.npz,data/interim/gridsat/2016/gridsat_2016.08.09.09.npz,data/interim/gridsat/2016/gridsat_2016.08.09.12.npz,data/interim/gridsat/2016/gridsat_2016.08.09.15.npz,data/interim/gridsat/2016/gridsat_2016.08.09.18.npz,22.5,89.0,25.0,995.0,D,23.1,89.3,30.0,994.0,DD,23.6,88.5,30.0,994.0,DD,24.0,85.7,25.0,996.0,D
NIO_2016_UNNAMED_2_4_1_20160810_0000Z,NIO_2016_UNNAMED_2_4_1,TRAIN,2016-08-10T00:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.09.09.npz,data/interim/gridsat/2016/gridsat_2016.08.09.12.npz,data/interim/gridsat/2016/gridsat_2016.08.09.15.npz,data/interim/gridsat/2016/gridsat_2016.08.09.18.npz,data/interim/gridsat/2016/gridsat_2016.08.09.21.npz,data/interim/gridsat/2016/gridsat_2016.08.10.00.npz,22.8,89.7,25.0,995.0,D,23.4,89.1,30.0,994.0,DD,23.8,87.8,30.0,994.0,DD,24.0,85.0,25.0,996.0,D
NIO_2016_UNNAMED_2_4_1_20160810_0600Z,NIO_2016_UNNAMED_2_4_1,TRAIN,2016-08-10T06:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.09.15.npz,data/interim/gridsat/2016/gridsat_2016.08.09.18.npz,data/interim/gridsat/2016/gridsat_2016.08.09.21.npz,data/interim/gridsat/2016/gridsat_2016.08.10.00.npz,data/interim/gridsat/2016/gridsat_2016.08.10.03.npz,data/interim/gridsat/2016/gridsat_2016.08.10.06.npz,23.1,89.3,30.0,994.0,DD,23.6,88.5,30.0,994.0,DD,24.0,87.0,25.0,996.0,D,24.0,84.5,25.0,996.0,D
NIO_2016_UNNAMED_2_4_1_20160810_1200Z,NIO_2016_UNNAMED_2_4_1,TRAIN,2016-08-10T12:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.09.21.npz,data/interim/gridsat/2016/gridsat_2016.08.10.00.npz,data/interim/gridsat/2016/gridsat_2016.08.10.03.npz,data/interim/gridsat/2016/gridsat_2016.08.10.06.npz,data/interim/gridsat/2016/gridsat_2016.08.10.09.npz,data/interim/gridsat/2016/gridsat_2016.08.10.12.npz,23.4,89.1,30.0,994.0,DD,23.8,87.8,30.0,994.0,DD,24.0,86.5,25.0,996.0,D,24.2,84.5,25.0,996.0,D
NIO_2016_UNNAMED_2_4_1_20160810_1800Z,NIO_2016_UNNAMED_2_4_1,TRAIN,2016-08-10T18:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.10.03.npz,data/interim/gridsat/2016/gridsat_2016.08.10.06.npz,data/interim/gridsat/2016/gridsat_2016.08.10.09.npz,data/interim/gridsat/2016/gridsat_2016.08.10.12.npz,data/interim/gridsat/2016/gridsat_2016.08.10.15.npz,data/interim/gridsat/2016/gridsat_2016.08.10.18.npz,23.6,88.5,30.0,994.0,DD,24.0,87.0,25.0,996.0,D,24.0,85.7,25.0,996.0,D,24.4,84.0,20.0,996.0,D
NIO_2016_UNNAMED_2_5_1_20160816_1200Z,NIO_2016_UNNAMED_2_5_1,TRAIN,2016-08-16T12:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.15.21.npz,data/interim/gridsat/2016/gridsat_2016.08.16.00.npz,data/interim/gridsat/2016/gridsat_2016.08.16.03.npz,data/interim/gridsat/2016/gridsat_2016.08.16.06.npz,data/interim/gridsat/2016/gridsat_2016.08.16.09.npz,data/interim/gridsat/2016/gridsat_2016.08.16.12.npz,21.0,89.0,20.0,996.0,D,21.4,88.4,20.0,996.0,D,22.0,88.2,25.0,994.0,DD,24.1,83.4,25.0,994.0,DD
NIO_2016_UNNAMED_2_5_1_20160816_1800Z,NIO_2016_UNNAMED_2_5_1,TRAIN,2016-08-16T18:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.16.03.npz,data/interim/gridsat/2016/gridsat_2016.08.16.06.npz,data/interim/gridsat/2016/gridsat_2016.08.16.09.npz,data/interim/gridsat/2016/gridsat_2016.08.16.12.npz,data/interim/gridsat/2016/gridsat_2016.08.16.15.npz,data/interim/gridsat/2016/gridsat_2016.08.16.18.npz,21.2,88.7,20.0,996.0,D,21.5,88.5,20.0,996.0,D,22.9,86.9,25.0,994.0,DD,24.4,82.7,25.0,994.0,DD
NIO_2016_UNNAMED_2_5_1_20160817_0000Z,NIO_2016_UNNAMED_2_5_1,TRAIN,2016-08-17T00:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.16.09.npz,data/interim/gridsat/2016/gridsat_2016.08.16.12.npz,data/interim/gridsat/2016/gridsat_2016.08.16.15.npz,data/interim/gridsat/2016/gridsat_2016.08.16.18.npz,data/interim/gridsat/2016/gridsat_2016.08.16.21.npz,data/interim/gridsat/2016/gridsat_2016.08.17.00.npz,21.4,88.4,20.0,996.0,D,22.0,88.2,25.0,994.0,DD,23.7,85.7,25.0,994.0,DD,24.7,82.1,25.0,994.0,DD
NIO_2016_UNNAMED_2_5_1_20160817_0600Z,NIO_2016_UNNAMED_2_5_1,TRAIN,2016-08-17T06:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.16.15.npz,data/interim/gridsat/2016/gridsat_2016.08.16.18.npz,data/interim/gridsat/2016/gridsat_2016.08.16.21.npz,data/interim/gridsat/2016/gridsat_2016.08.17.00.npz,data/interim/gridsat/2016/gridsat_2016.08.17.03.npz,data/interim/gridsat/2016/gridsat_2016.08.17.06.npz,21.5,88.5,20.0,996.0,D,22.9,86.9,25.0,994.0,DD,24.0,84.4,25.0,994.0,DD,24.8,80.6,25.0,994.0,DD
NIO_2016_UNNAMED_2_5_1_20160817_1200Z,NIO_2016_UNNAMED_2_5_1,TRAIN,2016-08-17T12:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.16.21.npz,data/interim/gridsat/2016/gridsat_2016.08.17.00.npz,data/interim/gridsat/2016/gridsat_2016.08.17.03.npz,data/interim/gridsat/2016/gridsat_2016.08.17.06.npz,data/interim/gridsat/2016/gridsat_2016.08.17.09.npz,data/interim/gridsat/2016/gridsat_2016.08.17.12.npz,22.0,88.2,25.0,994.0,DD,23.7,85.7,25.0,994.0,DD,24.1,83.4,25.0,994.0,DD,24.7,79.0,25.0,994.0,DD
NIO_2016_UNNAMED_2_5_1_20160817_1800Z,NIO_2016_UNNAMED_2_5_1,TRAIN,2016-08-17T18:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.17.03.npz,data/interim/gridsat/2016/gridsat_2016.08.17.06.npz,data/interim/gridsat/2016/gridsat_2016.08.17.09.npz,data/interim/gridsat/2016/gridsat_2016.08.17.12.npz,data/interim/gridsat/2016/gridsat_2016.08.17.15.npz,data/interim/gridsat/2016/gridsat_2016.08.17.18.npz,22.9,86.9,25.0,994.0,DD,24.0,84.4,25.0,994.0,DD,24.4,82.7,25.0,994.0,DD,24.7,78.4,25.0,994.0,DD
NIO_2016_UNNAMED_2_5_1_20160818_0000Z,NIO_2016_UNNAMED_2_5_1,TRAIN,2016-08-18T00:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.17.09.npz,data/interim/gridsat/2016/gridsat_2016.08.17.12.npz,data/interim/gridsat/2016/gridsat_2016.08.17.15.npz,data/interim/gridsat/2016/gridsat_2016.08.17.18.npz,data/interim/gridsat/2016/gridsat_2016.08.17.21.npz,data/interim/gridsat/2016/gridsat_2016.08.18.00.npz,23.7,85.7,25.0,994.0,DD,24.1,83.4,25.0,994.0,DD,24.7,82.1,25.0,994.0,DD,24.7,77.8,25.0,994.0,DD
NIO_2016_UNNAMED_2_5_1_20160818_0600Z,NIO_2016_UNNAMED_2_5_1,TRAIN,2016-08-18T06:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.17.15.npz,data/interim/gridsat/2016/gridsat_2016.08.17.18.npz,data/interim/gridsat/2016/gridsat_2016.08.17.21.npz,data/interim/gridsat/2016/gridsat_2016.08.18.00.npz,data/interim/gridsat/2016/gridsat_2016.08.18.03.npz,data/interim/gridsat/2016/gridsat_2016.08.18.06.npz,24.0,84.4,25.0,994.0,DD,24.4,82.7,25.0,994.0,DD,24.8,80.6,25.0,994.0,DD,24.8,77.3,25.0,994.0,DD
NIO_2016_UNNAMED_2_5_1_20160818_1200Z,NIO_2016_UNNAMED_2_5_1,TRAIN,2016-08-18T12:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.17.21.npz,data/interim/gridsat/2016/gridsat_2016.08.18.00.npz,data/interim/gridsat/2016/gridsat_2016.08.18.03.npz,data/interim/gridsat/2016/gridsat_2016.08.18.06.npz,data/interim/gridsat/2016/gridsat_2016.08.18.09.npz,data/interim/gridsat/2016/gridsat_2016.08.18.12.npz,24.1,83.4,25.0,994.0,DD,24.7,82.1,25.0,994.0,DD,24.7,79.0,25.0,994.0,DD,24.8,77.2,20.0,994.0,D
NIO_2016_UNNAMED_2_5_1_20160818_1800Z,NIO_2016_UNNAMED_2_5_1,TRAIN,2016-08-18T18:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.08.18.03.npz,data/interim/gridsat/2016/gridsat_2016.08.18.06.npz,data/interim/gridsat/2016/gridsat_2016.08.18.09.npz,data/interim/gridsat/2016/gridsat_2016.08.18.12.npz,data/interim/gridsat/2016/gridsat_2016.08.18.15.npz,data/interim/gridsat/2016/gridsat_2016.08.18.18.npz,24.4,82.7,25.0,994.0,DD,24.8,80.6,25.0,994.0,DD,24.7,78.4,25.0,994.0,DD,25.0,76.5,15.0,996.0,D
NIO_2016_UNNAMED_2_7_1_20161103_1200Z,NIO_2016_UNNAMED_2_7_1,TRAIN,2016-11-03T12:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.11.02.21.npz,data/interim/gridsat/2016/gridsat_2016.11.03.00.npz,data/interim/gridsat/2016/gridsat_2016.11.03.03.npz,data/interim/gridsat/2016/gridsat_2016.11.03.06.npz,data/interim/gridsat/2016/gridsat_2016.11.03.09.npz,data/interim/gridsat/2016/gridsat_2016.11.03.12.npz,14.2,85.5,20.0,996.0,D,15.5,85.0,20.0,996.0,D,16.3,84.7,20.0,996.0,D,19.0,88.7,20.0,996.0,D
NIO_2016_UNNAMED_2_8_1_20161129_1200Z,NIO_2016_UNNAMED_2_8_1,TRAIN,2016-11-29T12:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.11.28.21.npz,data/interim/gridsat/2016/gridsat_2016.11.29.00.npz,data/interim/gridsat/2016/gridsat_2016.11.29.03.npz,data/interim/gridsat/2016/gridsat_2016.11.29.06.npz,data/interim/gridsat/2016/gridsat_2016.11.29.09.npz,data/interim/gridsat/2016/gridsat_2016.11.29.12.npz,6.5,87.5,20.0,996.0,D,7.8,85.7,30.0,994.0,DD,9.8,84.0,40.0,988.0,CS,10.7,80.7,30.0,994.0,DD
NIO_2016_UNNAMED_2_8_1_20161129_1500Z,NIO_2016_UNNAMED_2_8_1,TRAIN,2016-11-29T15:00:00+00:00,data/interim/gridsat/2016/gridsat_2016.11.29.00.npz,data/interim/gridsat/2016/gridsat_2016.11.29.03.npz,data/interim/gridsat/2016/gridsat_2016.11.29.06.npz,data/interim/gridsat/2016/gridsat_2016.11.29.09.npz,data/interim/gridsat/2016/gridsat_2016.11.29.12.npz,data/interim/gridsat/2016/gridsat_2016.11.29.15.npz,6.8,87.1,20.0,996.0,D,8.2,85.3,40.0,988.0,CS,9.9,83.5,40.0,988.0,CS,10.8,80.5,30.0,994.0,DD
NIO_2017_MORA_20170528_0000Z,NIO_2017_MORA,TRAIN,2017-05-28T00:00:00+00:00,data/interim/gridsat/2017/gridsat_2017.05.27.09.npz,data/interim/gridsat/2017/gridsat_2017.05.27.12.npz,data/interim/gridsat/2017/gridsat_2017.05.27.15.npz,data/interim/gridsat/2017/gridsat_2017.05.27.18.npz,data/interim/gridsat/2017/gridsat_2017.05.27.21.npz,data/interim/gridsat/2017/gridsat_2017.05.28.00.npz,14.0,88.5,25.0,998.0,D,15.7,90.7,30.0,995.0,DD,17.0,91.3,45.0,990.0,CS,21.1,91.8,60.0,978.0,SCS
